Provider ID,Provider Case,Provider Name,License ID,Current License Start Date,Current License End Date,License Type,Provider Program Type,Address 1,Address 2,Provider Town,Zip Code,Phone Number,Email Address,County,AHS District,Total Licensed Capacity,Infant Licensed Capacity,Toddler Licensed Capacity,Preschool Licensed Capacity,School Age Licensed Capacity,Special Services Status,Provider Referral Status,Current STARS Level,Reported Food Program Participation,Accreditation,Accreditation Start Date,Accreditation End Date,Reported Desired Infant Capacity,Reported Desired Toddler Capacity,Reported Desired Preschool Capacity,Reported Desired School Age Capacity,Reported Infant Vacancies,Reported Toddler Vacancies,Reported Preschool Vacancies,Reported School Age Vacancies,Date Capacity and Vacancies Reported,Special Schedule,Usual Program Start,Usual Program End,Location 1,Prequalified Prekindgarten Program,Prequalified Prekindgarten Start Date,Prequalified Prekindgarten End Date
3052,2167,"Hale, Lisa",R97-213,06/14/2015,06/11/2016,Registered Home,Registered,229 Meadowood Lane,0,Waterford,05819,(802) 748-5425,haleshaven@yahoo.com,Caledonia,JDO,0,0,0,0,0,Yes,Active,3 Star,0,,,,3,0,4,4,3,0,0,0,12/10/2015,,7:00 AM,5:00 PM,"229 Meadowood Lane
Waterford, Vermont 05819
(44.383066, -72.009189)",,,
22717,11343,"Smugglers' Notch Resort DBA ""Treasures""",12642,05/31/2015,05/28/2016,Licensed Provider,Licensed - Non-Recurring,4323 VT Rte 108 S,0,Cambridge,05464,(802) 644-1180,sschaffer@smuggs.com,Lamoille,VDO,70,30,30,5,5,Yes,Inactive,,0,,,,20,30,30,0,20,0,0,,10/13/2015,,8:30 AM,4:30 PM,"4323 VT Rte 108 S
Cambridge, Vermont 05464
(44.588478, -72.790199)",,,
147255,136822,"Stillson, Stacy",59258,02/08/2015,02/06/2016,Registered Home,Registered,8 Garfield Avenue,0,Springfield,05156,(802) 885-1333,absinthelollipop@yahoo.com,Windsor,SDO,0,0,0,0,0,No,Active,1 Star,0,,,,2,2,2,4,2,0,0,0,12/23/2015,,6:30 AM,5:00 PM,"8 Garfield Avenue
Springfield, Vermont 05156
(43.294852, -72.47346)",,,
224493,152217,"Wood, Rebecca",62759,11/29/2015,11/26/2016,Registered Home,Registered,2 North Ridge Rd.,0,Rockingham,05101,(802) 463-3840,r.westney@yahoo.com,Windham,SDO,0,0,0,0,0,Yes,Active,1 Star,0,,,,2,2,2,4,2,0,0,0,09/29/2015,,7:00 AM,5:00 PM,"2 North Ridge Rd.
Rockingham, Vermont 05101
(43.145166, -72.461245)",,,
4477,168079,"Bevins, Christine",69114,12/27/2015,12/24/2016,Registered Home,Registered,2B LittleWoods Road,0,Alburg,05440,(802) 796-3069,christinebevins44@aol.com,Grand Isle,ADO,0,0,0,0,0,No,Active,,0,,,,2,2,2,4,2,2,2,4,12/27/2015,,,,"2B LittleWoods Road
Alburg, Vermont 05440
(44.991592, -73.23674)",,,
2311,1644,"Shelburne Nursery School, Inc.",274,10/04/2015,11/26/2016,Licensed Provider,Licensed - Early Childhood,30 Church Street,Shelburne Methodist Church,Shelburne,05482,(802) 985-3993,shelburnenursery@gmail.com,Chittenden,BDO,24,0,0,24,0,Yes,Active,5 Star,0,NAEYC,12/01/2012,12/01/2017,0,0,24,0,0,0,4,0,07/29/2015,,8:15 AM,3:15 PM,"30 Church Street
Shelburne, Vermont 05482
(44.378081, -73.227828)",Prequalified PreK Program - Privately Operated,03/09/2015 12:00:00 AM,03/09/2018 12:00:00 AM
161828,105492,Midd Summer Lunch and Recreation Program,46874,07/26/2015,07/23/2016,Licensed Provider,Licensed - School Age,201 Mary Hogan Drive,0,Middlebury,05753,(802) 598-6940,bbearor@addisoncentralsu.org,Addison,YDO,35,0,0,0,35,No,Inactive,,0,,,,0,0,0,35,0,0,0,0,01/03/0001,,8:00 AM,4:00 PM,"201 Mary Hogan Drive
Middlebury, Vermont 05753
(44.010641, -73.162362)",,,
228741,155799,Bridging the Gap,63354,01/11/2015,01/10/2016,Licensed Provider,Licensed - School Age,127 State Street,0,Windsor,05089,(802) 356-0128,la2j@hotmail.com,Windsor,SDO,59,0,0,0,59,Yes,Active,1 Star,0,,,,0,0,0,59,0,0,0,7,10/15/2015,,7:30 AM,5:30 PM,"127 State Street
Windsor, Vermont 05089
(43.481341, -72.394343)",,,
65382,167620,"Bushee, Lauren",67696,10/04/2015,10/01/2016,Registered Home,Registered,148 Gore Road,0,Bennington,05201,(802) 379-7079,bushee04@hotmail.com,Bennington,TDO,0,0,0,0,0,No,Active,,0,,,,2,2,2,0,2,3,3,0,12/22/2015,,6:30 AM,3:00 PM,"148 Gore Road
Bennington, Vermont 05201
(42.870414, -73.174593)",,,
173833,112953,Wren's Nest Wilderness Program,51237,08/09/2015,08/20/2016,Licensed Provider,Licensed - Early Childhood,473 Tatro Road,0,Starksboro,05487,(802) 989-3001,info@willowell.org,Addison,YDO,15,0,0,15,0,No,Inactive,,0,,,,0,0,12,0,0,0,0,0,01/03/0001,,8:30 AM,1:00 PM,"473 Tatro Road
Starksboro, Vermont 05487
(44.215299, -73.064238)",,,
3516,2508,"Tucker, Lorri",V00-290,02/22/2015,02/20/2016,Registered Home,Registered,132 Goose Pond Road,0,Fairfax,05454,(802) 849-6233,rljstucker4@comcast.net,Franklin,ADO,0,0,0,0,0,No,Inactive,,0,,,,2,2,2,4,2,0,0,0,03/02/2015,,,,"132 Goose Pond Road
Fairfax, Vermont 05454
(44.652235, -72.98021)",,,
2708,1915,"Cahoon, Donna",A92-713,01/10/2016,01/07/2017,Registered Home,Registered,3129 Memorial Drive,0,St Johnsbury,05819,(802) 748-3074,sanddcahoon@charter.net,Caledonia,JDO,0,0,0,0,0,Yes,Active,2 Star,0,,,,2,2,2,4,2,1,1,0,10/20/2015,,7:15 AM,4:30 PM,"3129 Memorial Drive
St Johnsbury, Vermont 05819
(44.476189, -72.016466)",,,
2642,1864,"Darrah, Barbara",A91-261,04/05/2015,04/16/2016,Registered Home,Registered,1690 Cadys Falls Road,0,Morrisville,05661,(802) 888-2261,donotreply@vermont.gov,Lamoille,VDO,0,0,0,0,0,No,Active,,0,,,,2,2,2,4,2,0,0,0,12/01/2015,,7:00 AM,5:00 PM,"1690 Cadys Falls Road
Morrisville, Vermont 05661
(44.578875, -72.612225)",,,
133555,86007,Randolph Community Preschool,38509,08/22/2015,08/20/2016,Licensed Provider,Licensed - Early Childhood,35 Ayers Brook Road,0,Randolph,05060,(802) 728-3797,randolphcommunitypreschool@gmail.com,Orange,HDO,20,0,0,16,4,Yes,Active,3 Star,0,,,,0,0,15,5,0,0,0,0,11/19/2015,,7:30 AM,5:30 PM,"35 Ayers Brook Road
Randolph, Vermont 05060
(43.933146, -72.660569)",,,
225131,152624,The Downtown School,66295,07/26/2015,08/06/2016,Licensed Provider,Licensed - Early Childhood,106 Palmer Place,0,Manchester,05255,(802) 768-8769,info@thedowntownschool.org,Bennington,TDO,9,0,0,9,0,No,Inactive,,1,,,,0,0,9,0,0,0,0,0,10/30/2015,,,,"106 Palmer Place
Manchester, Vermont 05255
(43.178973, -73.051476)",,,
81379,131006,"Kemp, Patti",56975,10/18/2015,10/15/2016,Registered Home,Registered,157 Will Dean Road,0,Springfield,05156,(802) 885-8518,bpkemp@vermontel.net,Windsor,SDO,0,0,0,0,0,Yes,Active,3 Star,0,,,,2,2,2,4,2,0,0,0,12/17/2015,,6:30 AM,5:00 PM,"157 Will Dean Road
Springfield, Vermont 05156
(43.271849, -72.466709)",,,
132767,85535,Leap Frog Nursery School,38547,08/23/2015,08/20/2016,Licensed Provider,Licensed - Early Childhood,66 Beaman Street,0,Poultney,05764,(802) 287-1337,milazzographics@yahoo.com,Rutland,RDO,15,0,0,15,0,Yes,Active,5 Star,1,,,,0,0,30,0,0,0,0,0,11/09/2015,,7:45 AM,3:15 PM,"66 Beaman Street
Poultney, Vermont 05764
(43.517899, -73.232734)",Prequalified PreK Program - Privately Operated,08/14/2015 12:00:00 AM,08/14/2018 12:00:00 AM
207569,137780,Village School of North Bennington Pre School,58814,01/24/2016,01/21/2017,Licensed Provider,Licensed - Early Childhood,9 School Street,0,Bennington,05257,(802) 442-5955,ltoomey@vsnb.org,Bennington,TDO,15,0,0,15,0,No,Active,3 Star,0,,,,0,0,15,0,0,0,0,0,12/23/2015,,8:00 AM,3:00 PM,"9 School Street
Bennington, Vermont 05257
(42.930217, -73.243997)",Prequalified PreK Program - Privately Operated,05/04/2015 12:00:00 AM,05/04/2018 12:00:00 AM
3608,2574,Fair Haven Grade School Bright Beginnings,1580,07/12/2015,07/10/2016,Licensed Provider,Licensed - Early Childhood,103 North Main Street,0,Fair Haven,05743,(802) 265-3883,tmccrea@arsu.org,Rutland,RDO,14,0,0,14,0,Yes,Active,5 Star,1,,,,0,0,14,0,0,0,0,0,10/16/2015,,8:00 AM,3:00 PM,"103 North Main Street
Fair Haven, Vermont 05743
(43.594904, -73.265372)",,,
2616,1846,"Learning Tree, The",771,01/10/2016,01/07/2017,Licensed Provider,Licensed - Early Childhood,100 Hospital Drive,Southwestern Vermont Medical Center,Bennington,05201,(802) 447-5046,nancy.noel@svhealthcare.org,Bennington,TDO,38,14,8,16,0,Yes,Active,5 Star,0,NAEYC,05/01/2013,05/01/2018,16,16,16,0,16,0,0,0,12/23/2015,,7:00 AM,5:30 PM,"100 Hospital Drive
Bennington, Vermont 05201
(42.873404, -73.206746)",Prequalified PreK Program - Privately Operated,03/23/2015 12:00:00 AM,03/23/2018 12:00:00 AM
2225,1593,"West Bee Nursery School, Inc.",28,11/29/2015,11/26/2016,Licensed Provider,Licensed - Early Childhood,880 Western Avenue,Suite 2,Brattleboro,05301,(802) 257-7155,westbeenurseryschool@gmail.com,Windham,LDO,18,0,0,18,0,Yes,Active,5 Star,0,,,,0,0,18,0,0,0,4,0,12/10/2015,,8:00 AM,1:00 PM,"880 Western Avenue
Brattleboro, Vermont 05301
(42.852531, -72.598403)",Prequalified PreK Program - Privately Operated,03/12/2015 12:00:00 AM,03/12/2018 12:00:00 AM
191750,125531,5 Star Child Care Center ,56138,09/06/2015,09/17/2016,Licensed Provider,Licensed - Early Childhood,117 West Street,0,Rutland,05701,(802) 747-4442,6367@gmail.com,Rutland,RDO,30,0,0,30,0,Yes,Active,2 Star,0,,,,0,0,30,0,0,0,6,0,09/29/2015,,7:00 AM,5:30 PM,"117 West Street
Rutland, Vermont 05701
(43.607899, -72.979695)",,,
164241,107262,Fairfield Laboratory Preschool,48079,09/06/2015,09/03/2016,Licensed Provider,Licensed - Early Childhood,57 Park Street,0,Fairfield,05455,(802) 827-6639,nbonneau@fcsuvt.org,Franklin,ADO,18,0,0,18,0,No,Inactive,5 Star,0,,,,0,0,18,0,0,0,0,0,01/03/0001,,8:00 AM,12:30 PM,"57 Park Street
Fairfield, Vermont 05455
(44.800081, -72.948299)",Prequalified PreK Program - Public School,04/30/2015 12:00:00 AM,04/30/2018 12:00:00 AM
4178,3009,Creative Spirit Children's Center,1757,10/17/2015,10/15/2016,Licensed Provider,Licensed - Early Childhood,894 VT Route 113,Unit 1,West Fairlee,05083,(802) 333-4040,creativespirit@myfairpoint.net,Orange,HDO,25,4,5,10,6,Yes,Active,5 Star,0,,,,4,5,10,6,4,3,3,3,11/18/2015,,7:00 AM,6:00 PM,"894 VT Route 113
West Fairlee, Vermont 05083
(43.909867, -72.262862)",Prequalified PreK Program - Privately Operated,03/12/2015 12:00:00 AM,03/12/2018 12:00:00 AM
199984,165222,"Ervine-Treinis, Erica",68714,11/01/2015,11/12/2016,Registered Home,Registered,50 Skyview Drive,0,Jericho,05465,(802) 858-9075,eeervine@gmail.com,Chittenden,BDO,0,0,0,0,0,No,Inactive,,0,,,,2,2,2,4,2,0,0,0,01/03/0001,,,,"50 Skyview Drive
Jericho, Vermont 05465
(44.48715, -72.976706)",,,
140392,142949,"Choiniere, Amie",63375,01/25/2015,01/23/2016,Registered Home,Registered,50 School Street,0,Enosburg,05450,(802) 318-2061,haminjuly@yahoo.com,Franklin,ADO,0,0,0,0,0,No,Inactive,1 Star,0,,,,2,2,2,4,2,0,0,0,12/30/2015,,,,"50 School Street
Enosburg, Vermont 05450
(44.906266, -72.804524)",,,
201604,133082,"Cornerstone Preschool, Inc.",56834,09/20/2015,10/15/2016,Licensed Provider,Licensed - Early Childhood,2 Church Street,0,Vergennes,05491,(802) 877-3640,cornerstonedirector@cvcsvt.com,Addison,YDO,40,0,0,30,10,No,Active,1 Star,0,,,,0,0,24,0,0,0,0,0,10/19/2015,,7:30 AM,5:00 PM,"2 Church Street
Vergennes, Vermont 05491
(44.164297, -73.240848)",,,
225475,152889,"Acharya, Tara",62436,10/18/2015,10/15/2016,Registered Home,Registered,117 Iroquois Ave,0,Essex,05452,(802) 871-9515,tacharya2014@gmail.com,Chittenden,BDO,0,0,0,0,0,No,Active,1 Star,0,,,,2,2,2,4,2,1,1,0,09/22/2015,,7:30 AM,5:30 PM,"117 Iroquois Ave
Essex, Vermont 05452
(44.489062, -73.116992)",,,
3897,2790,Whiting Community Preschool,1680,12/13/2015,12/10/2016,Licensed Provider,Licensed - Early Childhood,87 South Main Street,0,Whiting,05778,(802) 623-7991,kforbes@rnesu.org,Addison,YDO,15,0,0,15,0,Yes,Inactive,5 Star,0,,,,0,0,15,0,0,0,3,0,10/27/2015,,8:15 AM,2:30 PM,"87 South Main Street
Whiting, Vermont 05778
(43.858087, -73.202104)",Prequalified PreK Program - Public School,04/18/2015 12:00:00 AM,04/18/2018 12:00:00 AM
2297,1637,Pal's Day Care Center,232,07/26/2015,07/23/2016,Licensed Provider,Licensed - Early Childhood,314 Route 7 South,0,Milton,05468,(802) 893-7052,peggylacster@gmail.com,Chittenden,BDO,20,1,1,12,6,Yes,Active,,0,,,,2,2,6,8,2,0,0,0,07/06/2015,,6:30 AM,5:30 PM,"314 Route 7 South
Milton, Vermont 05468
(44.621478, -73.127709)",,,
150878,97391,"Webster, Kristin",47179,07/12/2015,07/09/2016,Registered Home,Registered,4294 Ethan Allen Highway,0,St Albans,05478,(802) 528-8597,kristinhier@yahoo.com,Franklin,ADO,0,0,0,0,0,Yes,Active,1 Star,0,,,,2,2,2,4,2,0,0,0,12/30/2015,,7:00 AM,5:00 PM,"4294 Ethan Allen Highway
St Albans, Vermont 05478
(44.733563, -73.116443)",,,
3787,19616,"Butler, Karen",15749,01/25/2015,01/23/2016,Registered Home,Registered,121 McGuire Street,0,Bennington,05257,(802) 379-7600,catjon121@comcast.net,Bennington,TDO,0,0,0,0,0,Yes,Active,2 Star,0,,,,2,2,2,4,2,0,0,0,12/20/2015,,9:00 AM,3:00 PM,"121 McGuire Street
Bennington, Vermont 05257
(42.936669, -73.228943)",,,
2499,1775,"Goss, Roxanne",A90-588,09/06/2015,09/03/2016,Registered Home,Registered,976 Portland Street,0,St Johnsbury,05819,(802) 748-4968,rlgoss@myfairpoint.net,Caledonia,JDO,0,0,0,0,0,Yes,Active,1 Star,0,,,,2,2,2,4,2,0,0,0,12/09/2015,,7:00 AM,5:00 PM,"976 Portland Street
St Johnsbury, Vermont 05819
(44.421646, -71.996234)",,,
43942,77564,"Roberts, Lynn",37934,05/17/2015,05/14/2016,Registered Home,Registered,36 Crystal Road,0,Fairfax,05454,(802) 849-2161,thefarkle5@hotmail.com,Franklin,ADO,0,0,0,0,0,No,Active,3 Star,0,,,,2,2,2,4,2,0,0,0,12/30/2015,,7:00 AM,5:30 PM,"36 Crystal Road
Fairfax, Vermont 05454
(44.651157, -73.000726)",,,
173440,112731,"McGurn, Mallory",50235,05/31/2015,05/28/2016,Registered Home,Registered,388 Holy Smoke Road,0,Shaftsbury,05262,(802) 688-6116,mallorymcgurn@yahoo.com,Bennington,TDO,0,0,0,0,0,Yes,Active,3 Star,0,,,,0,0,0,8,0,0,0,0,10/23/2015,,7:00 AM,4:00 PM,"388 Holy Smoke Road
Shaftsbury, Vermont 05262
(42.97186, -73.170576)",,,
175622,114234,The Balancing Act Enrichment Center ,49734,05/03/2015,04/30/2016,Licensed Provider,Licensed - Early Childhood,2 Corporate Drive,0,Essex,05452,(802) 655-3300,regal.balancingact@yahoo.com,Chittenden,BDO,30,0,0,20,10,Yes,Active,3 Star,0,,,,0,0,20,0,0,0,10,0,07/30/2015,,8:00 AM,6:00 PM,"2 Corporate Drive
Essex, Vermont 05452
(44.501365, -73.041445)",,,
3032,105240,"Lowe, Deborah",45895,04/05/2015,04/02/2016,Registered Home,Registered,500 Reservoir Road,0,Chester,05143,(802) 875-4354,dlowe714@yahoo.com,Windsor,SDO,0,0,0,0,0,Yes,Active,2 Star,0,,,,2,4,0,0,2,4,2,0,01/04/2016,,7:00 AM,5:00 PM,"500 Reservoir Road
Chester, Vermont 05143
(43.273163, -72.63104)",,,
47423,155286,"Trudell, Dana",63835,03/08/2015,03/05/2016,Registered Home,Registered,130 Rood Mill Rd,0,Fairfax,05454,(802) 849-9376,danatrudell3@gmail.com,Franklin,ADO,0,0,0,0,0,No,Active,1 Star,0,,,,0,0,0,6,0,0,0,0,12/30/2015,,7:30 AM,5:30 PM,"130 Rood Mill Rd
Fairfax, Vermont 05454
(44.719711, -73.010844)",,,
162283,105871,Bay Kids,46314,05/31/2015,05/28/2016,Licensed Provider,Licensed - Early Childhood,235 Heineberg Drive,0,Colchester,05446,(802) 864-5437,nadia.hawley@yahoo.com,Chittenden,BDO,50,20,8,22,0,No,Inactive,1 Star,0,,,,20,8,22,0,20,1,0,0,10/07/2015,,7:00 AM,5:30 PM,"235 Heineberg Drive
Colchester, Vermont 05446
(44.533409, -73.25009)",,,
56039,25897,Community Connections Preschool Aftercare at East Montpelier Elementary,18735,11/29/2015,11/26/2016,Licensed Provider,Licensed - Early Childhood,665 Vincent Flats Road,0,East Montpelier,05651,(802) 223-7936,arob@u32.org,Washington ,MDO,15,0,0,15,0,Yes,Active,1 Star,0,,,,0,0,15,0,0,0,5,0,01/03/0001,,8:45 AM,3:45 PM,"665 Vincent Flats Road
East Montpelier, Vermont 05651
(44.286702, -72.494511)",,,
175568,114189,Heather's House-Learning For Life,50874,06/28/2015,08/06/2016,Licensed Provider,Licensed - Family Child Care,84 Green Hills Drive,0,Shelburne,05482,(802) 985-0616,hh.learningforlife@yahoo.com,Chittenden,BDO,12,3,4,5,0,Yes,Inactive,5 Star,1,,,,4,4,3,1,4,0,0,0,08/19/2015,,7:30 AM,4:30 PM,"84 Green Hills Drive
Shelburne, Vermont 05482
(44.368807, -73.229346)",Prequalified PreK Program - Privately Operated,04/02/2015 12:00:00 AM,04/02/2018 12:00:00 AM
19360,119700,"Delage, Sarah",53067,12/28/2014,01/23/2016,Registered Home,Registered,51 Avenue B,0,Burlington,05408,(802) 343-4766,sarahd2626@yahoo.com,Chittenden,BDO,0,0,0,0,0,Yes,Inactive,1 Star,0,,,,2,2,2,4,2,1,1,0,08/04/2015,,7:30 AM,4:00 PM,"51 Avenue B
Burlington, Vermont 05408
(44.508255, -73.245153)",,,
3144,125428,"Tripp, Melissa",55054,07/12/2015,07/23/2016,Registered Home,Registered,695 Parker Road,0,Pittsford,05763,(802) 483-6414,mjparker525@aol.com,Rutland,RDO,0,0,0,0,0,Yes,Active,2 Star,0,,,,2,2,2,4,2,0,0,0,11/06/2015,,6:45 AM,4:30 PM,"695 Parker Road
Pittsford, Vermont 05763
(43.692528, -72.984823)",,,
2836,2004,Center For Technology Essex Preschool,1078,10/04/2015,10/01/2016,Licensed Provider,Licensed - Early Childhood,3 Educational Drive,0,Essex,05452,(802) 879-8150,lbogner@ccsuvt.org,Chittenden,BDO,15,0,0,15,0,No,Active,,0,,,,0,0,15,0,0,0,4,0,08/21/2015,,9:30 AM,2:00 PM,"3 Educational Drive
Essex, Vermont 05452
(44.495931, -73.107158)",,,
138411,88980,"Rhoades, Laurie",40008,12/13/2015,12/10/2016,Registered Home,Registered,18 Kendra Drive,0,Milton,05468,(802) 373-2764,laurie_rhoades@comcast.net,Chittenden,BDO,0,0,0,0,0,No,Active,,0,,,,2,2,2,4,2,0,0,0,08/12/2015,,7:00 AM,5:30 PM,"18 Kendra Drive
Milton, Vermont 05468
(44.632943, -73.124551)",,,
3837,2746,"Chase, Peggy",V02-510,09/06/2015,09/17/2016,Registered Home,Registered,1802 Randolph Road,0,Morrisville,05661,(802) 279-6224,peggyjones92@yahoo.com,Lamoille,VDO,0,0,0,0,0,Yes,Active,3 Star,0,,,,2,2,2,4,2,0,0,0,11/24/2015,,7:00 AM,5:00 PM,"1802 Randolph Road
Morrisville, Vermont 05661
(44.536355, -72.593107)",,,
2805,1984,"VT. Achievement Center Early Education &  Care Program, gram",1046,05/03/2015,05/14/2016,Licensed Provider,Licensed - Early Childhood,88 Park Street,0,Rutland,05701,(802) 775-2395,bmckee@vacvt.org,Rutland,RDO,132,22,20,60,30,Yes,Active,4 Star,1,,,,8,16,15,23,8,0,0,0,10/08/2015,,7:00 AM,5:30 PM,"88 Park Street
Rutland, Vermont 05701
(43.594907, -72.978466)",Prequalified PreK Program - Privately Operated,03/09/2015 12:00:00 AM,03/09/2018 12:00:00 AM
2914,2066,"Leo, Elaine",M96-039,10/04/2015,10/01/2016,Registered Home,Registered,44 Barnum Street,0,Milton,05468,(802) 893-4777,donotreply@vermont.gov,Chittenden,BDO,0,0,0,0,0,Yes,Active,,0,,,,1,2,2,3,1,0,0,0,07/02/2015,,7:00 AM,5:00 PM,"44 Barnum Street
Milton, Vermont 05468
(44.6289, -73.111883)",,,
3334,2380,"Rutland Northeast Supervisory Union -     Preschool, l",1443,12/13/2015,12/10/2016,Licensed Provider,Licensed - Early Childhood,164 Caverly Road,0,Pittsford,05763,(802) 483-2062,sladago@rnesu.org,Rutland,RDO,15,0,0,15,0,Yes,Active,5 Star,0,,,,0,0,15,0,0,0,0,0,01/03/0001,,8:15 AM,2:45 PM,"164 Caverly Road
Pittsford, Vermont 05763
(43.715009, -73.026807)",Prequalified PreK Program - Public School,06/03/2015 12:00:00 AM,06/03/2018 12:00:00 AM
68709,45734,"Sprano, Buffy",28661,06/14/2015,06/11/2016,Registered Home,Registered,355 West  Shore Road,0,Alburg,05440,(802) 796-4019,buffys@fairpoint.net,Grand Isle,ADO,0,0,0,0,0,Yes,Active,2 Star,0,,,,2,1,2,2,2,3,2,0,10/19/2015,,6:00 AM,6:00 PM,"355 West Shore Road
Alburg, Vermont 05440
(44.919152, -73.311347)",,,
162406,105967,Townshend School District Pre-K Program,46994,08/09/2015,08/06/2016,Licensed Provider,Licensed - Early Childhood,66 Common Road,0,Townshend,05353,(802) 365-7506,dleggott@townshendschool.org ,Windham,LDO,16,0,0,5,11,No,Active,3 Star,1,,,,0,0,20,0,0,0,4,0,11/16/2015,,8:00 AM,2:30 PM,"66 Common Road
Townshend, Vermont 05353
(43.04656, -72.669014)",Prequalified PreK Program - Public School,07/17/2015 12:00:00 AM,07/17/2018 12:00:00 AM
2897,2053,"Clifford, Deborah",A95-799,11/01/2015,10/29/2016,Registered Home,Registered,83 Holton Hill,0,Hardwick,05843,(802) 472-5556,bigbluhse@aol.com,Caledonia,VDO,0,0,0,0,0,Yes,Active,,0,,,,2,2,2,4,2,0,0,0,01/08/2016,,6:30 AM,5:00 PM,"83 Holton Hill
Hardwick, Vermont 05843
(44.503129, -72.366918)",,,
132600,85402,Roxbury Preschool Program,39007,09/06/2015,09/17/2016,Licensed Provider,Licensed - Early Childhood,1559 Roxbury Road,Rte 12A,Roxbury,05669,(802) 485-7768,dguiffre@tds.net,Washington ,MDO,20,0,0,20,0,No,Inactive,4 Star,1,,,,0,0,10,0,0,0,0,0,11/20/2015,,7:30 AM,11:00 AM,"1559 Roxbury Road
Roxbury, Vermont 05669
(44.092417, -72.733431)",Prequalified PreK Program - Public School,08/30/2015 12:00:00 AM,08/30/2018 12:00:00 AM
2348,1665,"Rogers, Jeanne",A86-141,07/26/2015,07/23/2016,Registered Home,Registered,312 Elm Street,0,Bennington,05201,(802) 681-8696,jeann58@hotmail.com,Bennington,TDO,0,0,0,0,0,No,Active,,0,,,,0,0,0,10,0,0,0,1,12/23/2015,,3:00 PM,7:00 PM,"312 Elm Street
Bennington, Vermont 05201
(42.87769, -73.204261)",,,
214184,143482,Dooda's Daycare,59974,04/19/2015,04/16/2016,Licensed Provider,Licensed - Early Childhood,59 River Road,0,Bennington,05257,(802) 442-7867,dooda1120@hotmail.com,Bennington,TDO,30,8,5,14,3,Yes,Active,4 Star,0,,,,8,5,14,3,8,2,2,0,12/22/2015,,6:30 AM,5:00 PM,"59 River Road
Bennington, Vermont 05257
(42.913384, -73.247088)",,,
3996,2865,"Gilligan, Bridget",V03-700,03/22/2015,03/19/2016,Registered Home,Registered,47 Avenue C,0,Rutland,05701,(802) 775-0859,bridgetgilligandaycare@gmail.com,Rutland,RDO,0,0,0,0,0,No,Active,1 Star,0,,,,2,2,2,4,2,2,1,1,11/04/2015,,9:00 AM,5:00 PM,"47 Avenue C
Rutland, Vermont 05701
(43.601617, -72.966193)",,,
3814,2726,"Hazlett, Tammie",V02-476,07/12/2015,07/09/2016,Registered Home,Registered,166 REB Mountain Drive,0,Thetford,05075,(802) 785-2732,tammieabh@aol.com,Orange,HDO,0,0,0,0,0,Yes,Active,2 Star,0,,,,2,2,2,4,2,1,0,0,12/01/2015,,6:00 AM,6:00 PM,"166 REB Mountain Drive
Thetford, Vermont 05075
(43.834264, -72.313757)",,,
4570,3331,Northeast Early Childhood Program,1844,03/22/2015,04/02/2016,Licensed Provider,Licensed - Early Childhood,117 Temple Street,0,Rutland,05701,(802) 773-1940,kcoarse@rutlandhs.k12.vt.us,Rutland,RDO,20,0,0,20,0,Yes,Active,5 Star,0,,,,0,0,20,0,0,0,0,0,01/03/0001,,7:30 AM,5:30 PM,"117 Temple Street
Rutland, Vermont 05701
(43.616264, -72.961481)",Prequalified PreK Program - Public School,08/14/2015 12:00:00 AM,08/14/2018 12:00:00 AM
121950,75766,Salisbury School Preschool,37044,02/08/2015,02/07/2016,Licensed Provider,Licensed - Early Childhood,286 Kelly Cross Road,0,Salisbury,05769,(802) 352-4291,fcanales@acsu.k12.vt.us,Addison,YDO,25,0,0,25,0,Yes,Inactive,4 Star,1,,,,0,0,10,0,0,0,0,0,10/21/2015,,7:45 AM,2:30 PM,"286 Kelly Cross Road
Salisbury, Vermont 05769
(43.91894, -73.117748)",Prequalified PreK Program - Public School,03/25/2015 12:00:00 AM,03/25/2018 12:00:00 AM
36474,142191,"Waite, Jillian",59754,03/08/2015,03/05/2016,Registered Home,Registered,321 Northgate,0,Burlington,05408,(802) 343-1487,jillianrae21@yahoo.com,Chittenden,BDO,0,0,0,0,0,No,Active,1 Star,0,,,,2,2,2,4,2,0,0,0,10/16/2015,,7:00 AM,4:30 PM,"321 Northgate
Burlington, Vermont 05408
(44.518936, -73.266625)",,,
154389,131935,"DiFonzo, Trisha",57194,10/18/2015,10/15/2016,Registered Home,Registered,446 River Road,0,Colchester,05446,(757) 469-0638,misstrishaskids@gmail.com,Chittenden,BDO,0,0,0,0,0,No,Active,2 Star,0,,,,2,2,2,4,2,1,1,3,08/28/2015,,7:00 AM,5:30 PM,"446 River Road
Colchester, Vermont 05446
(44.540631, -73.270265)",,,
37912,134022,"Hussein, Jowhara",58856,12/14/2014,01/10/2016,Registered Home,Registered,669 Riverside Avenue,Apt 37,Burlington,05401,(802) 489-0368,jowhara.hussein@gmail.com,Chittenden,BDO,0,0,0,0,0,No,Inactive,1 Star,0,,,,2,2,2,4,2,0,0,0,09/04/2015,,6:00 AM,6:00 PM,"669 Riverside Avenue
Burlington, Vermont 05401
(44.489534, -73.208087)",,,
